"","train","X","Y","Green8_5","Red8_5","Red.Edge8_5","NIR8_5","NDVI8_5","DSM8_5","StdVegHeight8_5","Green7_12","Red7_12","Red.Edge7_12","NIR7_12","NDVI7_12","DSM7_12","StdVegHeight7_12"
"109",2,306854.3051,4994432.1505,0.090892,0.0851054,0.1837699,0.2096739,0.4312585,178.9582825,0.0003246,0.0226925,0.0108321,0.0274224,0.0288358,0.4312585,178.9582825,0.013212
"110",1,306723.6422,4994449.537,0.1100547,0.0743769,0.2991053,0.3549894,0.6881549,178.4305878,0.0042232,0.1078781,0.0665702,0.3186152,0.3620496,0.6881549,178.4305878,0.0027692
"111",2,306749.3835,4994459.7142,0.0983285,0.0835947,0.2579716,0.3260514,0.6112965,179.0327606,0.0520315,0.1451279,0.1104628,0.3386278,0.4094329,0.6112965,179.0327606,0.0107147
"112",2,306909.4582,4994519.9505,0.085314,0.0721269,0.2002394,0.2334016,0.4271466,179.1247253,0.0027214,0.0363893,0.0222934,0.0537665,0.0638596,0.4271466,179.1247253,0.0082241
"113",4,306683.5668,4994507.4012,0.0640711,0.0400683,0.1382808,0.2035729,0.7008289,178.0149536,0.0133388,0.103886,0.0639928,0.2643267,0.3333288,0.7008289,178.0149536,0.0078701
"114",3,306836.3574,4994415.9947,0.0196596,0.0093106,0.0289268,0.0344452,0.5819285,178.8515778,0,0.013339,0.0035582,0.0128978,0.01629,0.5819285,178.8515778,0.1290957
"115",1,306658.0797,4994485.7178,0.0915156,0.0619725,0.1981693,0.2771154,0.6616162,177.7164612,0.0268906,0.1016853,0.0689946,0.1978933,0.2895211,0.6616162,177.7164612,0.0135584
"116",1,306841.4956,4994531.1181,0.0672221,0.0539255,0.1421471,0.1863732,0.4471797,179.1045227,0.006876,0.0302813,0.018462,0.0336724,0.0390191,0.4471797,179.1045227,0.0065669
"118",2,306866.423,4994445.7077,0.0931123,0.085628,0.2140389,0.2748709,0.5042279,179.0127258,0.0050479,0.0260524,0.0145131,0.0332167,0.0381284,0.5042279,179.0127258,0.0118139
"119",4,306912.1876,4994548.7758,0.0562666,0.0405368,0.1643627,0.2480256,0.6727199,179.6555634,0.0279152,0.0544701,0.0475013,0.1370915,0.1938811,0.6727199,179.6555634,0.0098319
"120",2,306891.2921,4994481.32,0.0574903,0.0488361,0.118652,0.139669,0.4392079,179.0422211,0.0021249,0.0518557,0.0401729,0.0914332,0.1153622,0.4392079,179.0422211,0.0015211
"121",1,306715.8961,4994495.6402,0.0897237,0.0510511,0.2200172,0.2799814,0.7029267,178.2155609,0.0112823,0.0775434,0.0513863,0.1690356,0.2271014,0.7029267,178.2155609,0.0209668
"122",4,306747.8567,4994521.6391,0.0537317,0.0397655,0.1457329,0.2362691,0.7434351,179.2948303,0.0209975,0.0632393,0.0528515,0.1515544,0.2383267,0.7434351,179.2948303,0.0101024
"123",4,306825.3728,4994542.5303,0.0553779,0.0294009,0.1485298,0.256245,0.7936526,179.1309662,0.0325233,0.088281,0.0576142,0.1995705,0.2613677,0.7936526,179.1309662,0.0160519
"124",2,306847.7283,4994535.3546,0.0985635,0.0898701,0.2393509,0.2985865,0.5248097,179.1760254,0.0109116,0.0751392,0.0580426,0.1875495,0.2378557,0.5248097,179.1760254,0.0043215
"125",2,306967.1056,4994477.799,0.1215217,0.1037312,0.2910611,0.3667904,0.5979535,178.7897339,0.0146965,0.1514032,0.1238785,0.3261747,0.4022528,0.5979535,178.7897339,0.0001964
"126",4,306869.2248,4994549.9059,0.0572105,0.0412461,0.1629941,0.2597528,0.7924767,179.9166718,0.0152801,0.0637736,0.0580297,0.1339573,0.1985092,0.7924767,179.9166718,0.0058339
"128",2,306882.4837,4994490.7113,0.1298591,0.1161176,0.3390765,0.3966219,0.5443499,179.1760864,0.0085139,0.1351115,0.1110118,0.322569,0.4007163,0.5443499,179.1760864,0.0055011
"129",2,306933.2358,4994541.0118,0.1022991,0.1080479,0.185405,0.2281649,0.4550718,179.2249908,0.012815,0.10561,0.1115588,0.1714517,0.2117227,0.4550718,179.2249908,0.024316
"130",4,306805.9037,4994504.1881,0.0364087,0.0206538,0.0930327,0.1581391,0.780926,179.9672241,0.0243548,0.0470004,0.0335859,0.1056653,0.156105,0.780926,179.9672241,0.0169858
"131",1,306878.8538,4994528.4263,0.0936376,0.0557254,0.2718807,0.4168076,0.8161538,179.562912,0.0180841,0.1334154,0.0998014,0.3393796,0.4467056,0.8161538,179.562912,0.0033402
"132",4,306656.1249,4994439.2615,0.0802747,0.04049,0.2095118,0.3342759,0.7965883,178.2077637,0.0692839,0.0632467,0.0412098,0.1491317,0.2185646,0.7965883,178.2077637,0.0030052
"133",1,306735.6234,4994460.2791,0.0932429,0.0575614,0.2836549,0.3760175,0.7541593,179.0709229,0.05694,0.139613,0.1024612,0.3196737,0.3965204,0.7541593,179.0709229,0.0006483
"134",2,306884.5762,4994497.1969,0.1362067,0.1183475,0.3581371,0.4205032,0.5615987,179.1251373,0.0080879,0.1462274,0.1144261,0.3569594,0.4278308,0.5615987,179.1251373,0.0053606
"135",1,306739.412,4994445.8187,0.1117321,0.0724237,0.2420724,0.2894057,0.5860594,178.5872498,0.007212,0.0240704,0.0172998,0.020532,0.024603,0.5860594,178.5872498,0.00663
"136",3,306952.0261,4994509.4753,0.0478936,0.0328154,0.059217,0.0699539,0.3921678,178.7969818,0.0064795,0.0306035,0.0195218,0.04026,0.0544536,0.3921678,178.7969818,0.0035095
"137",2,306881.5526,4994449.5896,0.0942289,0.0878434,0.2148867,0.2543487,0.4384772,179.0386353,0.0027938,0.0565086,0.0437581,0.1162521,0.1270195,0.4384772,179.0386353,0.0028184
"138",2,306938.6766,4994526.6681,0.1158198,0.0902356,0.2904228,0.3227263,0.5699692,178.8273468,0.0036766,0.0618303,0.03989,0.1315756,0.1536643,0.5699692,178.8273468,0.0068096
"139",2,306933.6783,4994471.1393,0.0771726,0.0693234,0.1717006,0.2124392,0.5057949,178.8618011,0.0024258,0.0369343,0.0219271,0.0682061,0.0890811,0.5057949,178.8618011,0.0022667
"140",4,306763.1903,4994494.674,0.0517303,0.039424,0.1332311,0.2216754,0.6813017,179.2454834,0.0053959,0.0515955,0.0401154,0.1284223,0.20703,0.6813017,179.2454834,0.0085227
"141",2,306789.8452,4994423.0686,0.0841141,0.0775256,0.1826911,0.2187103,0.4409848,178.9748383,0.0030257,0.0750142,0.05574,0.1691597,0.2194447,0.4409848,178.9748383,0.0024685
"142",1,306670.005,4994441.9212,0.0780973,0.0417078,0.1864292,0.2480119,0.6223924,177.5472412,0.0021486,0.1081617,0.079885,0.2253492,0.2706784,0.6223924,177.5472412,0.0079009
"143",1,306702.873,4994501.6081,0.1095162,0.052233,0.2851125,0.368547,0.7413777,178.0317383,0.0121022,0.0880939,0.0604136,0.1740365,0.2542716,0.7413777,178.0317383,0.0035552
"144",1,306772.9151,4994536.939,0.0684551,0.0533472,0.1848246,0.3014124,0.7441189,179.2085571,0.0122358,0.059965,0.0440163,0.1357012,0.214472,0.7441189,179.2085571,0.0172297
"145",2,306823.5144,4994533.6049,0.0711291,0.0582051,0.1150524,0.1545222,0.4180187,178.9093323,0.0011299,0.0478506,0.0350012,0.1007682,0.1216983,0.4180187,178.9093323,0.0048782
"146",4,306761.1949,4994531.6618,0.0589484,0.0485676,0.135915,0.2155345,0.695169,179.5099182,0.0159631,0.0607268,0.0485582,0.1532199,0.2314064,0.695169,179.5099182,0.0131949
"147",4,306751.2462,4994515.7543,0.0775171,0.0486598,0.2119186,0.3149545,0.6940694,178.9221497,0.008216,0.094028,0.0645536,0.2376577,0.3325764,0.6940694,178.9221497,0.0048021
"148",4,306898.6635,4994552.7706,0.0597714,0.0343529,0.2087078,0.3357817,0.8273235,180.2246704,0.0364054,0.0782415,0.0509137,0.2029091,0.2706106,0.8273235,180.2246704,0.0204357
"149",3,306924.88,4994527.4301,0.0702904,0.0496709,0.1489012,0.1807107,0.5525809,178.8976746,0.0073762,0.0417609,0.0289118,0.0943292,0.1062072,0.5525809,178.8976746,0.0009941
"150",2,306767.2131,4994420.7127,0.1127962,0.0916057,0.2620817,0.3172275,0.4678656,178.6841431,0.0033648,0.0793783,0.0690973,0.1994217,0.1987042,0.4678656,178.6841431,0.0025754
"151",2,306837.1803,4994502.4754,0.1025314,0.0789063,0.2331913,0.2882275,0.5816874,179.2835388,0.0149491,0.0768487,0.0552532,0.1870219,0.2463559,0.5816874,179.2835388,0.0110491
"152",1,306695.3757,4994488.3342,0.0970857,0.0565304,0.2088027,0.2729595,0.621337,177.7286682,0.0046115,0.0562452,0.0389241,0.1046437,0.1292871,0.621337,177.7286682,0.0027375
"153",4,306729.7553,4994491.989,0.0534078,0.0333472,0.1242385,0.2057975,0.6334978,178.5536194,0.0159204,0.0769109,0.0540561,0.189241,0.2789192,0.6334978,178.5536194,0.0135932
"154",2,306702.2797,4994517.5932,0.0686412,0.0382701,0.1638754,0.215718,0.6979641,177.9679871,0.0083993,0.0829507,0.0425343,0.2007747,0.3070538,0.6979641,177.9679871,0.0195428
"155",3,306900.099,4994479.1848,0.0541246,0.0417225,0.1126582,0.1370034,0.4942006,179.0749817,0.0019438,0.0210553,0.0099906,0.0254503,0.0289037,0.4942006,179.0749817,0.0019841
"156",2,306871.0216,4994487.6204,0.1148702,0.1068803,0.2827718,0.324332,0.488985,179.1600647,0.0087039,0.097743,0.0579543,0.2316886,0.2518059,0.488985,179.1600647,0.0095562
"157",2,306693.9335,4994436.1694,0.0880028,0.0689237,0.1723388,0.1980183,0.6479554,177.943222,0.0062932,0.0850197,0.0608636,0.1869664,0.2220304,0.6479554,177.943222,0.0041054
"158",2,306735.5821,4994514.7918,0.1251671,0.1051593,0.3058194,0.3988635,0.6119735,178.7501678,0.0035138,0.0919095,0.0730821,0.2058992,0.2645978,0.6119735,178.7501678,0.012695
"159",4,306878.9055,4994554.082,0.0488826,0.0284706,0.1695278,0.3177767,0.8228245,179.9837036,0.0059797,0.05802,0.0530658,0.1341891,0.2186982,0.8228245,179.9837036,0.0146685
"160",2,306875.1608,4994500.2788,0.1309774,0.1372656,0.3557241,0.4240291,0.5258425,179.1224365,0.0043778,0.1364083,0.1236375,0.3346312,0.3835202,0.5258425,179.1224365,0
"161",2,306727.066,4994457.8315,0.1185275,0.0979285,0.2960693,0.3502748,0.5882767,178.4647369,0.0016329,0.1162102,0.076138,0.2939262,0.3626371,0.5882767,178.4647369,0.0039466
"163",1,306870.821,4994539.5988,0.067345,0.0628308,0.1381063,0.1995773,0.6297555,179.655365,0.0230551,0.0857605,0.097011,0.1337411,0.1865348,0.6297555,179.655365,0.0069331
"164",2,306894.6316,4994524.1825,0.0787007,0.0749842,0.1914123,0.2339281,0.5424354,179.0399628,0.0024615,0.0883683,0.076726,0.2535363,0.2931826,0.5424354,179.0399628,0.010039
"165",4,306908.581,4994545.9602,0.0538842,0.0368199,0.1573689,0.238287,0.7474333,179.4331055,0.01812,0.0573343,0.0468973,0.1304175,0.1832168,0.7474333,179.4331055,0.0240217
"166",2,306720.0556,4994455.7761,0.1176295,0.0745379,0.3182503,0.3916252,0.6725798,178.2947998,0.0022785,0.1457291,0.1073335,0.3552157,0.4247978,0.6725798,178.2947998,0.017467
"167",4,306844.9134,4994540.3255,0.0564844,0.040497,0.1762629,0.3225966,0.7500252,179.8809814,0.0142772,0.0907979,0.0551236,0.2542577,0.374044,0.7500252,179.8809814,0.0023812
"168",3,306685.0756,4994383.8015,0.0381155,0.0205456,0.0619079,0.0670234,0.436787,177.8174591,0.0055917,0.0449502,0.0288913,0.1051641,0.1210916,0.436787,177.8174591,0.0074268
"169",4,306925.7117,4994541.5514,0.0561504,0.0431726,0.1241397,0.1846387,0.5845254,179.5153046,0.0035827,0.0552458,0.0508592,0.1268506,0.1730748,0.5845254,179.5153046,0.0078175
"170",4,306693.2513,4994476.9442,0.0551568,0.0390299,0.1555657,0.2321991,0.6989763,178.1035767,0.036233,0.0611322,0.0496983,0.1406921,0.207524,0.6989763,178.1035767,0.0231024
"171",2,307007.674,4994456.6356,0.0482963,0.0397537,0.0495031,0.0591332,0.3680177,178.2678833,0.0149857,0.0273213,0.0119287,0.0193608,0.0219034,0.3680177,178.2678833,0.0232712
"172",1,306760.5135,4994440.0149,0.0846599,0.0656068,0.1777135,0.2043862,0.5361212,178.7281036,0.0012269,0.0584058,0.0389016,0.1026365,0.1211899,0.5361212,178.7281036,0.0005823
"173",2,306765.7576,4994445.8822,0.0656498,0.0523521,0.0953301,0.1049522,0.2067141,178.7466736,0.0263855,0.0238784,0.0164623,0.0237518,0.0279529,0.2067141,178.7466736,0.0030374
"174",2,306757.469,4994518.6298,0.0644823,0.0519055,0.1452898,0.1948324,0.6494365,178.9161224,0.0143274,0.086728,0.0518164,0.229389,0.2947872,0.6494365,178.9161224,0.0045431
"175",1,306648.618,4994480.928,0.0859971,0.0710224,0.1945954,0.2589021,0.5744447,177.2184448,0.0482352,0.0645795,0.0335198,0.1217275,0.1774025,0.5744447,177.2184448,0.0051544
"176",1,306696.9277,4994502.3904,0.0963382,0.0677941,0.2399228,0.2875665,0.6261723,177.8847656,0.0027514,0.0980835,0.0737395,0.2409923,0.3071031,0.6261723,177.8847656,0.0063006
"177",2,306682.7263,4994390.4585,0.0611929,0.0531751,0.1502901,0.1768237,0.5607738,177.6201782,0.0068743,0.0620829,0.0430259,0.1540775,0.1876574,0.5607738,177.6201782,0.0121744
"178",4,306875.8351,4994549.1614,0.0526117,0.0330968,0.1708315,0.2929345,0.8312322,180.1152496,0.0058745,0.0581082,0.0509789,0.1313103,0.1982604,0.8312322,180.1152496,0.0032469
"179",1,306695.9896,4994509.4695,0.0803789,0.0443427,0.2079198,0.2752633,0.7396076,177.9997711,0.0265899,0.0829636,0.0637163,0.1854972,0.2383105,0.7396076,177.9997711,0.0118683
"180",4,306738.5493,4994485.8028,0.0498987,0.0370145,0.1545458,0.2551896,0.7528262,179.1049957,0.0122185,0.0661236,0.0591526,0.1668996,0.2592714,0.7528262,179.1049957,0.0033788
"181",1,306720.133,4994459.6315,0.0930239,0.0559293,0.2730258,0.3675027,0.6302208,178.3800049,0.010111,0.1768389,0.1300477,0.412139,0.483415,0.6302208,178.3800049,0.0101699
"182",1,306704.2665,4994415.6481,0.0692121,0.0492719,0.155208,0.1959559,0.5507872,178.0265656,0.0039279,0.0400936,0.0260806,0.0756589,0.0925673,0.5507872,178.0265656,0.00403
"183",1,306713.2678,4994504.0486,0.0874831,0.0517893,0.2154416,0.2691624,0.6652604,178.1533508,0.0038434,0.0728665,0.0564405,0.1717661,0.2011481,0.6652604,178.1533508,0.0076572
"184",2,306766.7904,4994510.592,0.1359993,0.1033763,0.2637611,0.3180414,0.2673847,178.6967926,0.0034435,0.0286237,0.0248543,0.0263001,0.0321508,0.2673847,178.6967926,0.0022263
"185",2,307000.4879,4994502.0332,0.1270757,0.117039,0.3201907,0.3565158,0.4942474,178.378952,0.0019046,0.1393938,0.1052491,0.3080616,0.3482487,0.4942474,178.378952,0.0060681
"186",2,306848.7395,4994432.3182,0.0885363,0.0834088,0.1996723,0.2339363,0.4634522,179.075531,0.0018469,0.0251008,0.0122505,0.0353782,0.0400161,0.4634522,179.075531,0.0044644
"187",4,306837.2386,4994548.0799,0.0528066,0.0302108,0.162259,0.2558078,0.7981154,179.6365967,0.008561,0.0552106,0.0350693,0.1540074,0.2358373,0.7981154,179.6365967,0.0207541
"188",2,306660.3326,4994410.9546,0.105212,0.0900584,0.2423918,0.3205254,0.5615739,177.3076019,0.0051809,0.0673983,0.0531939,0.141906,0.1836369,0.5615739,177.3076019,0.0054461
"189",2,306742.8849,4994431.5944,0.0783757,0.0647422,0.1604966,0.1930628,0.5393066,178.6140747,0.0006824,0.0223516,0.0137795,0.0162692,0.0221386,0.5393066,178.6140747,0.0045158
"190",3,306757.8587,4994515.4849,0.0604095,0.0344733,0.1345164,0.1719689,0.7088093,178.8238831,0.0008132,0.0611018,0.0350527,0.1133085,0.1714128,0.7088093,178.8238831,0.0021439
"191",2,306930.2432,4994540.5216,0.0859098,0.0828666,0.1927241,0.2594348,0.4904687,179.4875641,0.0193462,0.0899978,0.0823909,0.1918848,0.2423438,0.4904687,179.4875641,0.0067739
"192",3,306897.6737,4994454.9016,0.0307159,0.0171351,0.0595199,0.0649575,0.5310868,178.9864197,0.0015613,0.0186943,0.0084658,0.0146396,0.0180728,0.5310868,178.9864197,0.0027414
"193",2,306901.5845,4994500.2676,0.1150606,0.1122571,0.2876149,0.3294494,0.5406443,179.0093536,0.0025982,0.1226095,0.1033354,0.2997268,0.3471181,0.5406443,179.0093536,0.003423
"194",2,306820.8499,4994447.0417,0.0922167,0.0720305,0.1866688,0.2223828,0.510716,179.0875092,0.0054894,0.0955618,0.0682888,0.1944056,0.2372973,0.510716,179.0875092,0.0106912
"195",4,306767.1011,4994524.2532,0.0717079,0.0439476,0.1826283,0.3033374,0.7332171,179.2156067,0.0191952,0.0589662,0.0379008,0.162151,0.2640431,0.7332171,179.2156067,0.0008224
"196",1,306657.4703,4994429.1949,0.1118091,0.0629061,0.2257225,0.27935,0.6921403,177.4521637,0.0025064,0.0750225,0.0483287,0.1599554,0.2116762,0.6921403,177.4521637,0.0080773
"197",4,306755.9364,4994527.9996,0.061254,0.0373257,0.1942821,0.3054465,0.7730744,179.2163391,0.0563135,0.0543386,0.0357512,0.1439438,0.216754,0.7730744,179.2163391,0.0106152
"198",4,306715.7572,4994514.9087,0.0703488,0.0456495,0.196312,0.2549173,0.7551969,178.2390594,0.0048889,0.0882731,0.0602585,0.2374343,0.2832869,0.7551969,178.2390594,0.01555
"199",2,306819.4726,4994541.3817,0.0967858,0.0778617,0.2184577,0.3027547,0.6594126,179.0920105,0.0032532,0.1146118,0.0739992,0.296152,0.3802399,0.6594126,179.0920105,0.0132184
"200",1,306848.7647,4994532.5996,0.0852407,0.0520516,0.2549397,0.3470156,0.778999,179.1599426,0.0028482,0.1049459,0.0873857,0.2531176,0.3063907,0.778999,179.1599426,0.0101762
"201",1,306814.0878,4994452.7941,0.0718473,0.0499461,0.148058,0.1919827,0.5786977,179.2574158,0.0222548,0.0991466,0.0613929,0.2262471,0.296443,0.5786977,179.2574158,0.0054649
"202",1,306844.5242,4994481.3283,0.0743612,0.0409949,0.2233512,0.3256011,0.7788389,179.3773041,0.0162524,0.0734522,0.0486442,0.1800461,0.253023,0.7788389,179.3773041,0.0069805
"203",2,307013.3385,4994485.701,0.1074907,0.0987768,0.2468842,0.2781963,0.4099116,178.3585815,0.0042135,0.0173119,0.0122761,0.0166511,0.0171688,0.4099116,178.3585815,0.0346095
"204",2,306670.1342,4994424.2855,0.0896304,0.0665262,0.1364666,0.1621996,0.4839729,177.5789948,0.005965,0.0364276,0.0181494,0.0534488,0.0582875,0.4839729,177.5789948,0.0020281
"205",4,306876.6216,4994553.583,0.0500286,0.0251995,0.1775917,0.3293079,0.8399498,179.9194794,0.0317502,0.0550099,0.0370723,0.1474568,0.2441097,0.8399498,179.9194794,0.0386697
"206",4,306722.0222,4994479.9803,0.0485008,0.0374935,0.1318387,0.2013191,0.7243673,179.0693817,0.0162726,0.0492378,0.0352995,0.1147429,0.172229,0.7243673,179.0693817,0.0032828
"207",2,306941.1023,4994498.8109,0.1154673,0.1036836,0.2581184,0.2968124,0.4866364,178.9086914,0.0025672,0.0807278,0.0661291,0.1939247,0.2209976,0.4866364,178.9086914,0.0012091
"208",2,306664.7779,4994435.8212,0.070019,0.0565015,0.1546167,0.2032616,0.4955061,177.5765991,0.0044855,0.1218894,0.0667347,0.2404259,0.3126106,0.4955061,177.5765991,0.002009
"209",1,306821.018,4994443.6549,0.1004532,0.063225,0.2124964,0.2446254,0.5056296,179.0511322,0.0015777,0.0240699,0.0147948,0.0264957,0.0311876,0.5056296,179.0511322,0.0019351
"210",2,306797.8492,4994443.8273,0.0881967,0.0737841,0.158907,0.1879115,0.4437214,179.0167999,0.0020112,0.0584687,0.0428687,0.1010926,0.1443827,0.4437214,179.0167999,0.003846
"211",2,306700.9642,4994511.0012,0.0903343,0.0885363,0.2170167,0.264476,0.5223909,177.9428406,0.0032134,0.0984218,0.0828216,0.2190406,0.2641159,0.5223909,177.9428406,0.0085253
"212",1,306925.09,4994546.2881,0.0941481,0.0521682,0.3407757,0.4458041,0.8391139,179.4008026,0.0090117,0.0970028,0.0800015,0.2401614,0.3220719,0.8391139,179.4008026,0.0219638
"213",1,306696.7001,4994492.0189,0.1026079,0.0514367,0.234081,0.2901019,0.7477079,177.8576355,0.0039052,0.0894698,0.0559393,0.177651,0.2444642,0.7477079,177.8576355,0.0005127
"214",2,306754.2348,4994441.3857,0.0972841,0.0803289,0.1959107,0.238084,0.3976358,178.6756134,0.0056416,0.038076,0.0257276,0.0702782,0.0813016,0.3976358,178.6756134,0.007121
"215",4,306763.2605,4994535.25,0.0590556,0.0472021,0.1552167,0.2297317,0.6762471,179.7276001,0.0201761,0.0581429,0.0459616,0.1240569,0.1735702,0.6762471,179.7276001,0.0033383
"216",4,306651.4875,4994470.4793,0.0612155,0.0412685,0.1421291,0.2362559,0.6815946,178.1685638,0.0027348,0.0669522,0.0388083,0.1436393,0.2250783,0.6815946,178.1685638,0.0103109
